unix	unixinsert	unixdelete	bives	bivesinsert	bivesdelete	bivesmove	bivesupdate	bivestriggeredinsert	bivestriggereddelete	bivestriggeredmove	bivestriggeredupdate	bivesnode	bivesattribute	bivestext	modeltype	model	version1	version2
90	45	45	59	3	2	52	2	1	1	0	0	54	3	2	SBML	"BIOMD0000000093.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000093.xml"	2007-09-25	2008-03-28
4680	2305	2375	570	274	294	0	2	137	137	0	0	274	294	2	SBML	"BIOMD0000000093.xml"	2008-03-28	2008-08-21
4633	2318	2315	9	7	0	1	1	3	0	0	0	3	3	3	SBML	"BIOMD0000000093.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000093.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000093.xml"	2009-06-16	2009-09-02
7	6	1	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000093.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000093.xml"	2010-04-27	2010-09-30
4	2	2	3	1	1	0	1	0	0	0	0	0	0	3	SBML	"BIOMD0000000093.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000093.xml"	2011-09-01	2012-02-08
18	11	7	34	16	14	3	1	9	6	0	0	13	8	13	SBML	"BIOMD0000000093.xml"	2012-02-08	2012-05-20
4665	2335	2330	592	294	290	5	3	147	147	0	0	291	289	12	SBML	"BIOMD0000000093.xml"	2012-05-20	2012-08-11
681	338	343	301	279	17	4	1	3	9	0	0	14	283	4	SBML	"BIOMD0000000093.xml"	2012-08-11	2012-12-12
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000350.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"BIOMD0000000350.xml"	2012-02-08	2012-05-20
4175	2087	2088	230	111	110	9	0	56	58	0	0	114	105	11	SBML	"BIOMD0000000350.xml"	2012-05-20	2012-08-11
313	155	158	88	79	4	4	1	0	3	0	0	6	80	2	SBML	"BIOMD0000000350.xml"	2012-08-11	2012-12-12
1584	793	791	236	77	77	2	80	38	38	0	0	80	155	1	SBML	"BIOMD0000000350.xml"	2014-09-16	2015-04-16
222	113	109	89	76	6	4	3	8	3	0	0	16	73	0	SBML	"MODEL1202270001.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL1202270001.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL1202270001.xml"	2012-12-12	2013-06-18
85	37	48	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1204280015.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000337.xml"	2011-09-01	2012-02-08
13	9	4	26	13	9	3	1	10	3	0	0	11	5	10	SBML	"BIOMD0000000337.xml"	2012-02-08	2012-05-20
620	310	310	86	41	37	8	0	20	21	0	0	43	33	10	SBML	"BIOMD0000000337.xml"	2012-05-20	2012-08-11
74	33	41	48	23	21	4	0	1	18	0	0	13	28	7	SBML	"BIOMD0000000337.xml"	2012-08-11	2012-12-12
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL7889395724.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL7889395724.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL7889395724.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL7889395724.xml"	2010-09-30	2011-04-15
4	2	2	2	0	0	0	2	0	0	0	0	0	1	1	SBML	"MODEL7889395724.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL7889395724.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL7889395724.xml"	2012-02-08	2012-05-20
1554	770	784	44	32	7	4	1	8	4	0	0	16	28	0	SBML	"MODEL7889395724.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL7889395724.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL7889395724.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230083.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230083.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230083.xml"	2012-02-08	2012-05-20
1048	531	517	45	37	4	4	0	24	2	0	0	23	17	5	SBML	"MODEL1006230083.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230083.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230083.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000301.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"BIOMD0000000301.xml"	2012-02-08	2012-05-20
1934	970	964	199	95	94	9	1	48	50	0	0	98	90	11	SBML	"BIOMD0000000301.xml"	2012-05-20	2012-08-11
169	83	86	64	55	4	4	1	0	3	0	0	6	56	2	SBML	"BIOMD0000000301.xml"	2012-08-11	2012-12-12
1721	863	858	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"BIOMD0000000169.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000169.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000169.xml"	2009-06-16	2009-09-02
7	6	1	9	4	0	4	1	3	0	0	0	7	1	1	SBML	"BIOMD0000000169.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000169.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000169.xml"	2010-09-30	2011-04-15
13	4	9	23	6	10	6	1	3	6	0	0	15	7	1	SBML	"BIOMD0000000169.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000169.xml"	2011-09-01	2012-02-08
12	6	6	25	10	10	4	1	7	3	0	0	11	4	10	SBML	"BIOMD0000000169.xml"	2012-02-08	2012-05-20
1736	871	865	174	87	84	0	3	52	46	0	0	81	79	14	SBML	"BIOMD0000000169.xml"	2012-05-20	2012-08-11
288	144	144	107	80	2	22	3	0	0	0	0	26	80	1	SBML	"BIOMD0000000169.xml"	2012-08-11	2012-12-12
597	303	294	69	36	2	30	1	4	1	0	0	35	3	31	SBML	"BIOMD0000000169.xml"	2013-11-04	2014-04-11
146	73	73	61	0	30	30	1	0	0	0	0	30	0	31	SBML	"BIOMD0000000169.xml"	2014-09-16	2015-04-16
1128	573	555	138	73	63	1	1	40	31	0	0	72	65	1	SBML	"BIOMD0000000443.xml"	2014-04-11	2014-09-16
2	1	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000235.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000235.xml"	2010-09-30	2011-04-15
35	33	2	40	39	0	0	1	36	0	0	0	21	6	13	SBML	"BIOMD0000000235.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000235.xml"	2011-09-01	2012-02-08
5	4	1	24	11	8	4	1	8	3	0	0	7	5	12	SBML	"BIOMD0000000235.xml"	2012-02-08	2012-05-20
51900	25949	25951	86	39	36	10	1	20	17	0	0	39	35	12	SBML	"BIOMD0000000235.xml"	2012-05-20	2012-08-11
7095	3546	3549	3554	3540	5	6	3	0	3	0	0	8	3541	5	SBML	"BIOMD0000000235.xml"	2012-08-11	2012-12-12
26420	20935	5485	17425	10836	10	3039	3540	9478	5	0	0	11165	6255	5	SBML	"BIOMD0000000235.xml"	2013-11-04	2014-04-11
9828	4915	4913	3544	2	2	0	3540	1	1	0	0	2	3541	1	SBML	"BIOMD0000000235.xml"	2014-04-11	2014-09-16
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000208.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000208.xml"	2009-06-16	2009-09-02
7	6	1	8	4	0	3	1	3	0	0	0	6	1	1	SBML	"BIOMD0000000208.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000208.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000208.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000208.xml"	2011-09-01	2012-02-08
6	3	3	21	9	9	3	0	7	3	0	0	8	4	9	SBML	"BIOMD0000000208.xml"	2012-02-08	2012-05-20
1172	589	583	163	83	80	0	0	50	44	0	0	77	72	14	SBML	"BIOMD0000000208.xml"	2012-05-20	2012-08-11
144	72	72	54	39	0	14	1	0	0	0	0	14	39	1	SBML	"BIOMD0000000208.xml"	2012-08-11	2012-12-12
38	19	19	42	15	15	8	4	7	7	0	0	22	15	5	SBML	"BIOMD0000000244.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000244.xml"	2010-09-30	2011-04-15
15	13	2	15	14	0	0	1	13	0	0	0	7	3	5	SBML	"BIOMD0000000244.xml"	2011-04-15	2011-09-01
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000244.xml"	2011-09-01	2012-02-08
5	4	1	24	11	8	4	1	8	3	0	0	7	5	12	SBML	"BIOMD0000000244.xml"	2012-02-08	2012-05-20
8958	4481	4477	418	190	189	9	30	97	94	0	0	192	214	12	SBML	"BIOMD0000000244.xml"	2012-05-20	2012-08-11
1055	526	529	481	468	5	5	3	0	3	0	0	7	469	5	SBML	"BIOMD0000000244.xml"	2012-08-11	2012-12-12
2609	1305	1304	620	76	76	0	468	38	38	0	0	76	543	1	SBML	"BIOMD0000000244.xml"	2013-11-04	2014-04-11
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000320.xml"	2011-09-01	2012-02-08
8	5	3	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"BIOMD0000000320.xml"	2012-02-08	2012-05-20
2059	1047	1012	246	119	118	9	0	60	62	0	0	122	113	11	SBML	"BIOMD0000000320.xml"	2012-05-20	2012-08-11
169	83	86	60	51	4	4	1	0	3	0	0	6	52	2	SBML	"BIOMD0000000320.xml"	2012-08-11	2012-12-12
244	127	117	223	89	63	17	54	71	45	0	0	83	88	52	SBML	"BIOMD0000000320.xml"	2012-12-12	2013-06-18
924	470	454	109	56	52	0	1	29	26	0	0	55	53	1	SBML	"BIOMD0000000320.xml"	2014-09-16	2015-04-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230077.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230077.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230077.xml"	2012-02-08	2012-05-20
20134	10074	10060	82	57	4	4	17	24	2	0	0	23	54	5	SBML	"MODEL1006230077.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230077.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230077.xml"	2012-12-12	2013-06-18
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1112050000.xml"	2012-02-08	2012-05-20
3043	1532	1511	39	30	4	4	1	24	2	0	0	23	11	5	SBML	"MODEL1112050000.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1112050000.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1112050000.xml"	2012-12-12	2013-06-18
15	2	13	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1212040000.xml"	2012-12-12	2013-06-18
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000124.xml"	2007-09-25	2008-03-28
439	216	223	112	52	58	0	2	26	26	0	0	52	58	2	SBML	"BIOMD0000000124.xml"	2008-03-28	2008-08-21
1553	778	775	8	7	0	1	0	3	0	0	0	3	3	2	SBML	"BIOMD0000000124.xml"	2008-08-21	2008-12-03
15	2	13	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000124.xml"	2008-12-03	2009-03-25
26	13	13	20	4	4	6	6	1	1	0	0	8	3	9	SBML	"BIOMD0000000124.xml"	2009-06-16	2009-09-02
28	19	9	61	31	19	10	1	25	10	0	0	29	11	21	SBML	"BIOMD0000000124.xml"	2009-09-02	2010-01-26
2	1	1	6	1	2	0	3	0	0	0	0	0	2	4	SBML	"BIOMD0000000124.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000124.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000124.xml"	2011-09-01	2012-02-08
12	8	4	22	13	2	4	3	7	0	0	0	9	4	9	SBML	"BIOMD0000000124.xml"	2012-02-08	2012-05-20
1629	831	798	152	69	80	1	2	36	42	0	0	68	69	15	SBML	"BIOMD0000000124.xml"	2012-05-20	2012-08-11
74	37	37	24	11	2	10	1	1	1	0	0	12	11	1	SBML	"BIOMD0000000124.xml"	2012-08-11	2012-12-12
126	66	60	94	49	43	1	1	26	21	0	0	49	44	1	SBML	"BIOMD0000000124.xml"	2013-11-04	2014-04-11
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000321.xml"	2011-09-01	2012-02-08
8	5	3	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"BIOMD0000000321.xml"	2012-02-08	2012-05-20
1202	613	589	149	71	69	9	0	35	37	0	0	72	66	11	SBML	"BIOMD0000000321.xml"	2012-05-20	2012-08-11
89	43	46	36	27	4	4	1	0	3	0	0	6	28	2	SBML	"BIOMD0000000321.xml"	2012-08-11	2012-12-12
169	88	81	183	81	59	13	30	66	43	0	0	74	58	51	SBML	"BIOMD0000000321.xml"	2012-12-12	2013-06-18
512	262	250	57	30	26	0	1	16	13	0	0	29	27	1	SBML	"BIOMD0000000321.xml"	2014-09-16	2015-04-16
6	1	5	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL8306015773.xml"	2008-12-03	2009-03-25
6	3	3	4	1	1	0	2	0	0	0	0	0	1	3	SBML	"MODEL4816599063.xml"	2007-06-05	2007-09-25
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4816599063.xml"	2007-09-25	2008-03-28
736	372	364	29	7	16	4	2	4	2	0	0	10	17	2	SBML	"MODEL4816599063.xml"	2008-03-28	2008-08-21
493	223	270	778	363	313	51	51	297	249	0	0	388	266	124	SBML	"MODEL4816599063.xml"	2008-08-21	2008-12-03
12	2	10	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"MODEL4816599063.xml"	2008-12-03	2009-03-25
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4816599063.xml"	2009-09-02	2010-01-26
6	2	4	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL4816599063.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4816599063.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4816599063.xml"	2011-09-01	2012-02-08
11	6	5	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL4816599063.xml"	2012-02-08	2012-05-20
658	332	326	58	47	7	4	0	8	4	0	0	16	42	0	SBML	"MODEL4816599063.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL4816599063.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL4816599063.xml"	2012-12-12	2013-06-18
113	51	62	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1204280027.xml"	2012-12-12	2013-06-18
1250	769	481	466	191	59	214	2	116	28	0	0	412	44	10	SBML	"BIOMD0000000032.xml"	2005-07-28	2006-01-31
812	413	399	328	96	92	139	1	34	28	0	0	281	46	1	SBML	"BIOMD0000000032.xml"	2006-01-31	2006-06-05
1365	62	1303	1128	25	969	134	0	16	884	0	0	823	295	10	SBML	"BIOMD0000000032.xml"	2006-06-05	2006-10-03
1311	1273	38	1096	949	0	147	0	864	0	0	0	804	278	14	SBML	"BIOMD0000000032.xml"	2006-10-03	2007-01-05
1486	158	1328	1512	235	1021	255	1	99	861	0	0	975	480	57	SBML	"BIOMD0000000032.xml"	2007-01-05	2007-06-05
1298	1259	39	1082	932	1	147	2	848	0	0	0	794	277	11	SBML	"BIOMD0000000032.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000032.xml"	2007-09-25	2008-03-28
4767	2357	2410	757	368	382	0	7	184	184	0	0	368	387	2	SBML	"BIOMD0000000032.xml"	2008-03-28	2008-08-21
4659	2344	2315	124	12	0	106	6	6	0	0	0	110	11	3	SBML	"BIOMD0000000032.xml"	2008-08-21	2008-12-03
34	1	33	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000032.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000032.xml"	2009-06-16	2009-09-02
7	6	1	8	4	0	3	1	3	0	0	0	6	1	1	SBML	"BIOMD0000000032.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000032.xml"	2010-04-27	2010-09-30
151	86	65	103	78	3	17	5	24	1	0	0	33	55	15	SBML	"BIOMD0000000032.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000032.xml"	2011-09-01	2012-02-08
17	10	7	33	15	10	7	1	8	3	0	0	18	4	11	SBML	"BIOMD0000000032.xml"	2012-02-08	2012-05-20
1231	601	630	771	381	382	8	0	190	192	0	0	387	373	11	SBML	"BIOMD0000000032.xml"	2012-05-20	2012-08-11
585	291	294	214	205	4	4	1	0	3	0	0	6	206	2	SBML	"BIOMD0000000032.xml"	2012-08-11	2012-12-12
2660	1352	1308	420	108	106	1	205	54	52	0	0	109	309	2	SBML	"BIOMD0000000032.xml"	2013-11-04	2014-04-11
456	228	228	61	30	30	0	1	15	15	0	0	30	30	1	SBML	"BIOMD0000000459.xml"	2013-11-04	2014-04-11
2249	1135	1114	7	4	2	1	0	1	0	0	0	4	1	2	SBML	"BIOMD0000000468.xml"	2013-11-04	2014-04-11
10	9	1	13	10	0	2	1	9	0	0	0	8	4	1	SBML	"BIOMD0000000468.xml"	2014-04-11	2014-09-16
8	2	6	8	1	3	4	0	0	0	0	0	6	0	2	SBML	"BIOMD0000000072.xml"	2007-01-05	2007-06-05
12	6	6	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000072.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000072.xml"	2007-09-25	2008-03-28
498	244	254	150	72	74	2	2	36	36	0	0	74	74	2	SBML	"BIOMD0000000072.xml"	2008-03-28	2008-08-21
879	441	438	9	7	0	1	1	3	0	0	0	3	3	3	SBML	"BIOMD0000000072.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000072.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000072.xml"	2009-06-16	2009-09-02
11	8	3	12	6	2	3	1	3	0	0	0	6	1	5	SBML	"BIOMD0000000072.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000072.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000072.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000072.xml"	2011-09-01	2012-02-08
16	8	8	32	15	15	1	1	9	6	0	0	11	8	13	SBML	"BIOMD0000000072.xml"	2012-02-08	2012-05-20
903	453	450	169	83	81	2	3	42	42	0	0	82	83	4	SBML	"BIOMD0000000072.xml"	2012-05-20	2012-08-11
148	74	74	54	31	0	22	1	0	0	0	0	22	31	1	SBML	"BIOMD0000000072.xml"	2012-08-11	2012-12-12
485	244	241	79	38	40	1	0	18	19	0	0	40	37	2	SBML	"BIOMD0000000072.xml"	2014-09-16	2015-04-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000361.xml"	2011-09-01	2012-02-08
13	9	4	26	13	9	3	1	10	3	0	0	11	5	10	SBML	"BIOMD0000000361.xml"	2012-02-08	2012-05-20
681	343	338	118	57	53	8	0	28	29	0	0	59	49	10	SBML	"BIOMD0000000361.xml"	2012-05-20	2012-08-11
85	36	49	58	26	23	9	0	1	20	0	0	20	31	7	SBML	"BIOMD0000000361.xml"	2012-08-11	2012-12-12
347	176	171	40	9	5	1	25	6	3	0	0	12	27	1	SBML	"BIOMD0000000361.xml"	2014-04-11	2014-09-16
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1109160000.xml"	2012-02-08	2012-05-20
1889	958	931	142	133	4	4	1	24	2	0	0	23	114	5	SBML	"MODEL1109160000.xml"	2012-05-20	2012-08-11
142	85	57	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1109160000.xml"	2012-08-11	2012-12-12
139	57	82	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1109160000.xml"	2012-12-12	2013-06-18
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000188.xml"	2008-12-03	2009-03-25
52	33	19	31	20	1	9	1	18	0	0	0	18	2	11	SBML	"BIOMD0000000188.xml"	2009-06-16	2009-09-02
48	25	23	62	32	22	6	2	17	6	0	0	28	15	19	SBML	"BIOMD0000000188.xml"	2009-09-02	2010-01-26
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000188.xml"	2010-01-26	2010-04-27
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000188.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000188.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000188.xml"	2011-09-01	2012-02-08
6	3	3	21	9	9	3	0	7	3	0	0	8	4	9	SBML	"BIOMD0000000188.xml"	2012-02-08	2012-05-20
2108	1058	1050	251	121	117	11	2	60	61	0	0	126	115	10	SBML	"BIOMD0000000188.xml"	2012-05-20	2012-08-11
274	133	141	118	92	19	7	0	0	17	0	0	14	97	7	SBML	"BIOMD0000000188.xml"	2012-08-11	2012-12-12
1319	692	627	308	119	81	13	95	82	47	0	0	102	180	26	SBML	"BIOMD0000000188.xml"	2014-04-11	2014-09-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000359.xml"	2011-09-01	2012-02-08
13	10	3	26	14	7	4	1	11	3	0	0	10	5	11	SBML	"BIOMD0000000359.xml"	2012-02-08	2012-05-20
901	452	449	134	63	62	9	0	32	34	0	0	66	57	11	SBML	"BIOMD0000000359.xml"	2012-05-20	2012-08-11
103	50	53	49	38	6	4	1	1	4	0	0	8	39	2	SBML	"BIOMD0000000359.xml"	2012-08-11	2012-12-12
413	208	205	50	8	4	1	37	6	3	0	0	10	39	1	SBML	"BIOMD0000000359.xml"	2014-04-11	2014-09-16
74	37	37	37	0	0	0	37	0	0	0	0	0	36	1	SBML	"BIOMD0000000359.xml"	2014-09-16	2015-04-16
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL7519354389.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL7519354389.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL7519354389.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL7519354389.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL7519354389.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL7519354389.xml"	2012-02-08	2012-05-20
2852	1428	1424	231	213	7	4	7	8	4	0	0	16	215	0	SBML	"MODEL7519354389.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL7519354389.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL7519354389.xml"	2012-12-12	2013-06-18
1084	522	562	234	114	115	3	2	56	56	0	0	115	116	3	SBML	"BIOMD0000000163.xml"	2008-03-28	2008-08-21
2238	1121	1117	10	6	2	2	0	3	1	0	0	5	2	3	SBML	"BIOMD0000000163.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000163.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000163.xml"	2009-06-16	2009-09-02
7	6	1	8	4	0	3	1	3	0	0	0	6	1	1	SBML	"BIOMD0000000163.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000163.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000163.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000163.xml"	2011-09-01	2012-02-08
13	9	4	27	14	10	3	0	10	3	0	0	11	5	11	SBML	"BIOMD0000000163.xml"	2012-02-08	2012-05-20
2277	1141	1136	274	139	134	0	1	77	71	0	0	131	129	14	SBML	"BIOMD0000000163.xml"	2012-05-20	2012-08-11
